Hyperparameter,InfinityPool,LogicErrorPool,MemoryPool,MultiThreadedPool
BitWise Inversion,0.06884589724314208,0.07402997531641858,0.08855186861563716,0.11693071693555555
RandomInversion,0.0648761139196,0.072591412118,0.0898216210852,0.120405776408
SingleBitInversion,0.0648343323696,0.069970629572,0.0831602063968,0.1169754153026
