Hyperparameter,InfinityPool,LogicErrorPool,MemoryPool,MultiThreadedPool
NPointCrossOver,0.06199459666661858,0.075523689614,0.08600628280048361,0.119843760835
OnePoint CrossOver,0.06884589724314208,0.07402997531641858,0.08855186861563716,0.11693071693555555
SegmentedCrossOver,0.06405850055680928,0.07662614434000001,0.0846354178888,0.11919452525
UniformedCrossOver,0.0624443342506,0.07185423786961394,0.08730301080585574,0.11570635936
