Hyperparameter,InfinityPool,LogicErrorPool,MemoryPool,MultiThreadedPool
0.0,28381.944,5680.158,5038.446,5595.152
0.25,28139.828,6632.514,5058.516,5133.174
0.5,28213.204444444444,5663.364,1245.08,5141.864444444444
0.75,28330.502,6519.4,5131.128,5774.19
1.0,28162.442,6312.866,5170.102,6255.634
