Hyperparameter,InfinityPool,LogicErrorPool,MemoryPool,MultiThreadedPool
0.0,1.0,0.5237142857142857,1.0,0.8213333333333334
0.25,1.0,0.5534285714285714,1.0,0.8513333333333334
0.5,1.0,0.5474285714285714,1.0,0.8533333333333333
0.75,1.0,0.5248571428571429,1.0,0.8366666666666667
1.0,1.0,0.53,1.0,0.8253333333333334
