Hyperparameter,InfinityPool,LogicErrorPool,MemoryPool,MultiThreadedPool
BitWise Inversion,1.0,0.5474285714285714,1.0,0.8533333333333333
RandomInversion,1.0,0.5457142857142857,1.0,0.8166666666666667
SingleBitInversion,1.0,0.5382857142857143,1.0,0.8106666666666666
