Hyperparameter,InfinityPool,LogicErrorPool,MemoryPool,MultiThreadedPool
0.0,0.58,0.716,0.532,0.782
0.25,0.358,0.514,0.278,0.43
0.5,0.15333333333333335,0.274,0.194,0.29555555555555557
0.75,0.1711111111111111,0.264,0.158,0.216
1.0,0.15,0.256,0.11,0.222
