Hyperparameter,InfinityPool,LogicErrorPool,MemoryPool,MultiThreadedPool
25,0.04,0.084,0.052000000000000005,0.056
50,0.15333333333333335,0.274,0.194,0.29555555555555557
75,0.408000003,0.521333337,0.513333328,0.534666677
100,0.611,0.609,0.5740000000000001,0.586
125,0.6576,0.6952,0.6936,0.7104
150,0.728666663,0.737999997,0.71666666,0.738666662
