Hyperparameter,InfinityPool,LogicErrorPool,MemoryPool,MultiThreadedPool
0.0,28222.3,5283,4642.3,6049.9
0.25,27260.5,7664.1,5396.5,5263
0.5,27190.444444444445,6220.3,1236.1,3992.5555555555557
0.75,28630.1,7395,5174.7,5902.5
1.0,27787.6,5930.4,5589.3,6437.3
