Hyperparameter,InfinityPool,LogicErrorPool,MemoryPool,MultiThreadedPool
0.0,0.654928742,0.453539755,0.682206899,0.545749975
0.25,0.650330533,0.463228364,0.707869631,0.548560536
0.5,0.6658119288888888,0.51609578,0.714111704,0.5750784722222222
0.75,0.662750245,0.51460265,0.738398663,0.570703709
1.0,0.668311255,0.516055876,0.720137597,0.565849021
