Hyperparameter,InfinityPool,LogicErrorPool,MemoryPool,MultiThreadedPool
0.0,57530.598,5573.0,5074.33,5654.798
0.25,51721.506,5146.302,5012.652,5617.538
0.5,28213.204444444444,5663.364,1245.08,5141.864444444444
0.75,28267.744,4720.956,4977.536,5438.396
1.0,28264.148,4656.934,5132.282,5640.608
