Hyperparameter,InfinityPool,LogicErrorPool,MemoryPool,MultiThreadedPool
NPointCrossOver,28343.176,5719.954,1243.834,6649.804
OnePoint CrossOver,28213.204444444444,5663.364,1245.08,5141.864444444444
SegmentedCrossOver,28058.886,5547.998,1239.812,5578.0380000000005
UniformedCrossOver,28209.344,5557.628,1248.986,6036.648
