Hyperparameter,InfinityPool,LogicErrorPool,MemoryPool,MultiThreadedPool
BitWise Inversion,0.5461302015111111,0.3165315799,0.5831310275,0.3383603282977778
RandomInversion,0.52586429886,0.28894326256,0.55545920114,0.308104983366
SingleBitInversion,0.54418698644,0.30786963176,0.5758724101,0.32108782448
