Hyperparameter,InfinityPool,LogicErrorPool,MemoryPool,MultiThreadedPool
25,1.0,0.5571428571428572,1.0,0.7666666666666666
50,1.0,0.6142857142857142,1.0,0.9259259259259259
75,1.0,0.6285714285714287,1.0,0.8666666666666667
100,1.0,0.6,1.0,0.8666666666666667
125,1.0,0.5857142857142856,1.0,0.8333333333333334
150,1.0,0.5571428571428572,1.0,0.8666666666666667
