Hyperparameter,InfinityPool,LogicErrorPool,MemoryPool,MultiThreadedPool
25,29098.3,6885,4569.3,6482.1
50,27190.444444444445,6220.3,1236.1,3992.5555555555557
75,27276.4,7077.4,4866.7,8106.7
100,27819.3,6985.5,4798.3,4782.7
125,27717.4,6370.1,4724.3,5739.5
150,27240.9,5136.4,4865.6,3485.4
