Hyperparameter,InfinityPool,LogicErrorPool,MemoryPool,MultiThreadedPool
0.0,44846.6,6022.9,4950.3,6165.5
0.25,67402.9,4612.8,6399.6,4734.2
0.5,27190.444444444445,6220.3,1236.1,3992.5555555555557
0.75,27306.5,4115.3,4973.8,5950.7
1.0,27328.4,3575.2,5175.6,5630.8
