Hyperparameter,InfinityPool,LogicErrorPool,MemoryPool,MultiThreadedPool
0.0,0.43416,0.45072,0.43828,0.4628
0.25,0.48424,0.56052,0.5036,0.53544
0.5,0.5585777777777778,0.58556,0.56876,0.6283111111111112
0.75,0.619,0.685,0.57472,0.67768
1.0,0.6418,0.73176,0.655,0.7566
