Hyperparameter,InfinityPool,LogicErrorPool,MemoryPool,MultiThreadedPool
25,0.77328,0.77832,0.77128,0.77504
50,0.5585777777777778,0.58556,0.56876,0.6283111111111112
75,0.41813333333333336,0.4608,0.43618666666666667,0.51584
100,0.31384,0.4011,0.322,0.40750000000000003
150,0.21604,0.2653333333333333,0.21665333333333334,0.28013333333333335
