Hyperparameter,InfinityPool,LogicErrorPool,MemoryPool,MultiThreadedPool
1,1.0,0.5714285714285714,1.0,0.8666666666666667
2,1.0,0.6142857142857142,1.0,0.9259259259259259
5,1.0,0.6571428571428571,1.0,0.8666666666666667
10,1.0,0.6428571428571429,1.0,0.8888888888888888
