Hyperparameter,InfinityPool,LogicErrorPool,MemoryPool,MultiThreadedPool
0.0,0.106,0.14,0.124,0.15
0.25,0.15,0.262,0.164,0.24
0.5,0.15333333333333335,0.274,0.194,0.29555555555555557
0.75,0.23,0.378,0.174,0.34199999999999997
1.0,0.218,0.442,0.286,0.48
