Hyperparameter,InfinityPool,LogicErrorPool,MemoryPool,MultiThreadedPool
25,0.576,0.608,0.566,0.604
50,0.15333333333333335,0.274,0.194,0.29555555555555557
75,0.054,0.15,0.08800000000000001,0.156
100,0.022,0.060000000000000005,0.022,0.068
150,0.02,0.026000000000000002,0.02,0.038
