Hyperparameter,InfinityPool,LogicErrorPool,MemoryPool,MultiThreadedPool
BitWise Inversion,0.15333333333333335,0.274,0.194,0.29555555555555557
RandomInversion,0.542,0.642,0.5720000000000001,0.66
SingleBitInversion,0.52,0.598,0.526,0.626
