Hyperparameter,InfinityPool,LogicErrorPool,MemoryPool,MultiThreadedPool
0.0,0.20400000000000001,0.304,0.208,0.298
0.25,0.19,0.27,0.22999999999999998,0.34
0.5,0.15333333333333335,0.274,0.194,0.29555555555555557
0.75,0.168,0.294,0.224,0.318
1.0,0.17,0.3,0.20400000000000001,0.3
